Customer ID,Revenue
18102.0,341776.73
14646.0,243853.05
14156.0,183163.55
14911.0,137710.76
13694.0,128172.42
17511.0,83760.6
15061.0,82162.74
16684.0,75610.17
13089.0,55801.73
16754.0,54558.18
15311.0,54033.21
17850.0,50495.5
13093.0,46332.26
17949.0,46144.75
17450.0,46097.22
16029.0,40808.3
15838.0,40053.35
14298.0,39626.87
12931.0,37836.86
13798.0,37222.05
15769.0,32445.66
13902.0,30411.26
13081.0,30363.670000000002
13777.0,30268.22
17841.0,28844.93
16705.0,28707.011
14680.0,27828.56
13881.0,27402.98
16422.0,27242.45
17940.0,24976.44
13408.0,23365.442
14031.0,23311.74
17389.0,23277.6
16779.0,22443.26
18251.0,21964.14
12482.0,21893.53
13802.0,21585.29
12709.0,20769.63
12748.0,20491.27
17920.0,20130.69
15039.0,19799.86
17381.0,19726.76
17677.0,19647.41
12415.0,19543.84
12471.0,19197.49
16013.0,19116.67
14258.0,18377.27
12921.0,18249.71
13767.0,18169.97
14606.0,18158.22
14527.0,18036.760000000002
18008.0,17642.89
15856.0,17514.63
17675.0,17507.74
16210.0,17217.760000000002
12681.0,16874.170000000002
15523.0,16707.23
13078.0,16451.55
12678.0,16262.87
17404.0,15706.0
17865.0,15428.31
14062.0,14951.43
13564.0,14948.8
15768.0,14685.43
17448.0,14450.01
15808.0,14350.93
13001.0,14241.53
17428.0,14159.61
12647.0,14012.87
17377.0,13881.25
12939.0,13683.0
14895.0,13468.56
16019.0,13053.22
15513.0,12744.37
14667.0,12221.460000000001
12357.0,12079.99
12409.0,12033.54
14088.0,11984.53
13687.0,11880.84
17243.0,11788.08
12682.0,11657.59
16525.0,11435.27
15498.0,11374.35
15640.0,11372.07
13340.0,11364.08
16746.0,11335.44
17589.0,11288.72
12949.0,11247.98
14134.0,11123.35
13319.0,11041.75
17044.0,10970.17
12621.0,10967.24
15615.0,10922.03
18052.0,10877.18
16553.0,10831.3
12472.0,10727.210000000001
16652.0,10658.57
18087.0,10641.5
17416.0,10383.13
16191.0,10238.6
17716.0,10165.53
13027.0,10140.0
14299.0,9972.42
18172.0,9799.06
13225.0,9796.23
15251.0,9768.49
13952.0,9544.8
14091.0,9530.08
17706.0,9446.53
17340.0,9404.86
12714.0,9384.85
16843.0,9344.960000000001
14952.0,9331.46
14961.0,9322.32
15093.0,9247.74
14543.0,8989.54
17139.0,8906.04
15291.0,8854.73
14040.0,8848.49
15032.0,8821.55
12980.0,8817.33
12540.0,8798.25
16549.0,8724.35
15358.0,8602.55
15738.0,8553.35
14160.0,8421.47
14739.0,8370.47
16126.0,8356.83
13178.0,8272.42
13206.0,8211.0
15601.0,8173.860000000001
15044.0,8097.47
17133.0,8079.85
14045.0,8000.88
15078.0,7953.17
16133.0,7923.22
13013.0,7814.83
16656.0,7739.4800000000005
15382.0,7718.64
13680.0,7700.55
16782.0,7680.57
14828.0,7663.7
14849.0,7638.16
12668.0,7575.88
17858.0,7539.89
16713.0,7521.96
17581.0,7511.36
12437.0,7498.1900000000005
16873.0,7480.72
15005.0,7474.86
13162.0,7471.95
13468.0,7419.860000000001
14607.0,7389.96
15497.0,7383.76
13715.0,7328.75
15260.0,7317.610000000001
14049.0,7312.25
14110.0,7287.95
18225.0,7284.59
14194.0,7226.12
14426.0,7185.07
18223.0,7182.35
12583.0,7157.56
18260.0,7156.95
17364.0,7149.82
12476.0,7137.54
18092.0,7107.43
13316.0,7085.49
12477.0,7056.63
12433.0,7052.99
14016.0,7051.25
16161.0,7050.34
17409.0,7021.66
12758.0,6987.41
15555.0,6946.53
13097.0,6910.49
12731.0,6879.8
16327.0,6849.15
16550.0,6836.18
15874.0,6804.33
14439.0,6781.8
16168.0,6768.4800000000005
12557.0,6725.18
17160.0,6683.33
13735.0,6657.88
16258.0,6630.01
12481.0,6626.17
13174.0,6621.6
12524.0,6605.64
13488.0,6603.12
13199.0,6601.02
15296.0,6593.82
14051.0,6587.56
14733.0,6579.26
18226.0,6556.48
17504.0,6493.14
14866.0,6460.32
13668.0,6445.37
16131.0,6359.73
17085.0,6162.87
13327.0,6123.46
13935.0,6116.92
13050.0,6107.83
14735.0,6102.02
12435.0,6096.04
16923.0,6083.85
15281.0,6077.67
13758.0,6072.59
13113.0,6067.5599999999995
14415.0,6036.77
16709.0,6026.14
13418.0,6020.02
12989.0,5992.29
12835.0,5972.19
16180.0,5952.79
14422.0,5937.28
13941.0,5933.74
14855.0,5874.65
17809.0,5871.2300000000005
15981.0,5859.59
16984.0,5824.56
14505.0,5823.55
13615.0,5812.24
16814.0,5781.4400000000005
14676.0,5742.25
14030.0,5722.76
17230.0,5692.78
15984.0,5667.59
15218.0,5651.37
12539.0,5646.400000000001
16839.0,5610.49
14085.0,5607.43
13629.0,5578.5
13999.0,5572.75
13004.0,5530.56
15144.0,5476.47
16558.0,5461.92
14249.0,5400.461
13047.0,5387.62
17338.0,5321.54
15465.0,5261.63
17576.0,5260.52
14146.0,5259.3
15023.0,5248.75
15179.0,5240.62
17107.0,5232.89
15950.0,5194.25
17696.0,5179.84
12497.0,5168.650000000001
12380.0,5167.4400000000005
15867.0,5150.56
13141.0,5138.33
15547.0,5132.95
15998.0,5111.7699999999995
13267.0,5107.77
13102.0,5103.83
15570.0,5096.82
15719.0,5090.45
16985.0,5084.14
13090.0,5078.94
14769.0,5055.07
17146.0,5038.61
15125.0,5007.28
16186.0,4991.97
13069.0,4968.15
12747.0,4949.08
